query_id,persona_id,split,updated,method,recall_at_5,mrr_at_10,budget_recall,candidate_recall,context_tokens,candidate_count
train-00024,861,cv,FALSE,bm25,0.0,0.125,0.0,1.0,1903,71
train-00024,861,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1921,71
train-00024,861,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1975,71
train-00024,861,cv,FALSE,logistic,1.0,0.5,1.0,1.0,1952,71
train-00024,861,cv,FALSE,logistic_no_position,1.0,0.5,1.0,1.0,1927,71
train-00024,861,cv,FALSE,random_forest,1.0,1.0,1.0,1.0,1896,71
train-00026,640,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1993,67
train-00026,640,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1900,67
train-00026,640,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1985,67
train-00026,640,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1997,67
train-00026,640,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1900,67
train-00026,640,cv,FALSE,random_forest,0.5,0.3333333333333333,0.5,1.0,1913,67
train-00027,405,cv,TRUE,bm25,1.0,1.0,1.0,1.0,1985,70
train-00027,405,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1981,70
train-00027,405,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1980,70
train-00027,405,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1987,70
train-00027,405,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1923,70
train-00027,405,cv,TRUE,random_forest,0.5,1.0,1.0,1.0,1973,70
train-00029,629,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1961,72
train-00029,629,cv,FALSE,semantic,0.0,0.14285714285714285,0.0,1.0,1998,72
train-00029,629,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1995,72
train-00029,629,cv,FALSE,logistic,0.5,0.25,0.5,1.0,1998,72
train-00029,629,cv,FALSE,logistic_no_position,0.0,0.16666666666666666,0.5,1.0,1945,72
train-00029,629,cv,FALSE,random_forest,0.5,0.25,0.5,1.0,1980,72
train-00030,956,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1944,74
train-00030,956,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1995,74
train-00030,956,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1998,74
train-00030,956,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1959,74
train-00030,956,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1959,74
train-00030,956,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1956,74
train-00031,752,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1995,67
train-00031,752,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1946,67
train-00031,752,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1983,67
train-00031,752,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1946,67
train-00031,752,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1946,67
train-00031,752,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1896,67
train-00034,871,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1960,66
train-00034,871,cv,FALSE,semantic,0.3333333333333333,0.25,0.0,1.0,1920,66
train-00034,871,cv,FALSE,rrf,0.0,0.125,0.0,1.0,1982,66
train-00034,871,cv,FALSE,logistic,0.3333333333333333,0.5,0.3333333333333333,1.0,1983,66
train-00034,871,cv,FALSE,logistic_no_position,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1974,66
train-00034,871,cv,FALSE,random_forest,0.0,0.16666666666666666,0.3333333333333333,1.0,1970,66
train-00036,38,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1896,70
train-00036,38,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1930,70
train-00036,38,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1983,70
train-00036,38,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1953,70
train-00036,38,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1930,70
train-00036,38,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1962,70
train-00037,577,cv,TRUE,bm25,1.0,1.0,1.0,1.0,1979,70
train-00037,577,cv,TRUE,semantic,1.0,0.5,1.0,1.0,1985,70
train-00037,577,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1981,70
train-00037,577,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1985,70
train-00037,577,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1981,70
train-00037,577,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1946,70
train-00038,121,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1989,75
train-00038,121,cv,FALSE,semantic,0.5,0.25,0.5,1.0,1931,75
train-00038,121,cv,FALSE,rrf,0.5,0.2,0.5,1.0,1993,75
train-00038,121,cv,FALSE,logistic,0.5,0.2,0.5,1.0,1971,75
train-00038,121,cv,FALSE,logistic_no_position,0.5,0.25,0.5,1.0,1929,75
train-00038,121,cv,FALSE,random_forest,0.0,0.16666666666666666,1.0,1.0,1990,75
train-00039,350,cv,FALSE,bm25,0.0,0.0,0.5,1.0,1984,65
train-00039,350,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1920,65
train-00039,350,cv,FALSE,rrf,0.0,0.0,0.0,1.0,2000,65
train-00039,350,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1920,65
train-00039,350,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,2000,65
train-00039,350,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1965,65
train-00040,691,cv,TRUE,bm25,0.5,1.0,1.0,1.0,2000,76
train-00040,691,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1967,76
train-00040,691,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1934,76
train-00040,691,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1993,76
train-00040,691,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1986,76
train-00040,691,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1947,76
train-00042,471,cv,TRUE,bm25,0.5,1.0,0.5,1.0,1990,73
train-00042,471,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1957,73
train-00042,471,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1961,73
train-00042,471,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1964,73
train-00042,471,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1957,73
train-00042,471,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1998,73
train-00043,113,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1927,78
train-00043,113,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1993,78
train-00043,113,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1913,78
train-00043,113,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1993,78
train-00043,113,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1993,78
train-00043,113,cv,FALSE,random_forest,0.0,0.1,0.0,0.5,1998,78
train-00044,553,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1977,72
train-00044,553,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1904,72
train-00044,553,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1945,72
train-00044,553,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1983,72
train-00044,553,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1945,72
train-00044,553,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1946,72
train-00045,855,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1985,74
train-00045,855,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1923,74
train-00045,855,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1984,74
train-00045,855,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1982,74
train-00045,855,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1936,74
train-00045,855,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1994,74
train-00046,658,cv,TRUE,bm25,0.0,0.0,0.0,1.0,1965,65
train-00046,658,cv,TRUE,semantic,0.5,0.3333333333333333,0.5,1.0,1961,65
train-00046,658,cv,TRUE,rrf,0.5,0.2,0.5,1.0,1986,65
train-00046,658,cv,TRUE,logistic,0.0,0.14285714285714285,0.5,1.0,1945,65
train-00046,658,cv,TRUE,logistic_no_position,0.5,0.2,0.5,1.0,1921,65
train-00046,658,cv,TRUE,random_forest,0.0,0.16666666666666666,0.5,1.0,1954,65
train-00047,862,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1971,68
train-00047,862,cv,FALSE,semantic,0.0,0.0,0.0,0.0,1921,68
train-00047,862,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1994,68
train-00047,862,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1983,68
train-00047,862,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1984,68
train-00047,862,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1985,68
train-00049,726,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1990,71
train-00049,726,cv,FALSE,semantic,0.5,0.25,0.5,1.0,1934,71
train-00049,726,cv,FALSE,rrf,0.0,0.14285714285714285,0.0,1.0,1999,71
train-00049,726,cv,FALSE,logistic,0.5,0.2,0.5,1.0,1987,71
train-00049,726,cv,FALSE,logistic_no_position,0.5,0.2,0.5,1.0,1994,71
train-00049,726,cv,FALSE,random_forest,0.5,0.2,0.5,1.0,1993,71
train-00050,413,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1972,73
train-00050,413,cv,FALSE,semantic,0.5,1.0,0.5,1.0,1917,73
train-00050,413,cv,FALSE,rrf,0.0,0.14285714285714285,0.0,1.0,1948,73
train-00050,413,cv,FALSE,logistic,0.5,0.25,0.5,1.0,1974,73
train-00050,413,cv,FALSE,logistic_no_position,0.5,0.25,0.5,1.0,1932,73
train-00050,413,cv,FALSE,random_forest,0.0,0.16666666666666666,0.5,1.0,1995,73
train-00053,368,cv,FALSE,bm25,1.0,1.0,1.0,1.0,1933,69
train-00053,368,cv,FALSE,semantic,1.0,1.0,1.0,1.0,1996,69
train-00053,368,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1974,69
train-00053,368,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1977,69
train-00053,368,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1996,69
train-00053,368,cv,FALSE,random_forest,1.0,1.0,1.0,1.0,1932,69
train-00054,423,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1981,74
train-00054,423,cv,FALSE,semantic,0.5,1.0,0.5,1.0,1938,74
train-00054,423,cv,FALSE,rrf,0.0,0.125,0.5,1.0,1977,74
train-00054,423,cv,FALSE,logistic,0.5,0.3333333333333333,0.5,1.0,1947,74
train-00054,423,cv,FALSE,logistic_no_position,0.5,1.0,0.5,1.0,1935,74
train-00054,423,cv,FALSE,random_forest,0.5,0.3333333333333333,0.5,1.0,1945,74
train-00055,819,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1988,71
train-00055,819,cv,FALSE,semantic,1.0,0.5,1.0,1.0,1953,71
train-00055,819,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1935,71
train-00055,819,cv,FALSE,logistic,1.0,0.25,1.0,1.0,1953,71
train-00055,819,cv,FALSE,logistic_no_position,1.0,0.25,1.0,1.0,1953,71
train-00055,819,cv,FALSE,random_forest,1.0,0.5,1.0,1.0,1943,71
train-00057,791,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1970,76
train-00057,791,cv,FALSE,semantic,0.0,0.1111111111111111,0.0,1.0,1999,76
train-00057,791,cv,FALSE,rrf,0.0,0.0,0.0,1.0,2000,76
train-00057,791,cv,FALSE,logistic,0.0,0.125,0.0,1.0,1995,76
train-00057,791,cv,FALSE,logistic_no_position,0.0,0.125,0.5,1.0,1984,76
train-00057,791,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1981,76
train-00059,472,cv,TRUE,bm25,0.0,0.0,0.0,1.0,1992,72
train-00059,472,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1929,72
train-00059,472,cv,TRUE,rrf,0.0,0.14285714285714285,0.5,1.0,1959,72
train-00059,472,cv,TRUE,logistic,0.5,0.3333333333333333,1.0,1.0,1995,72
train-00059,472,cv,TRUE,logistic_no_position,1.0,0.5,1.0,1.0,1929,72
train-00059,472,cv,TRUE,random_forest,0.0,0.125,0.0,1.0,1941,72
train-00060,98,cv,FALSE,bm25,0.0,0.0,0.5,0.5,1956,70
train-00060,98,cv,FALSE,semantic,0.0,0.0,0.0,0.5,1905,70
train-00060,98,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1935,70
train-00060,98,cv,FALSE,logistic,0.0,0.0,0.0,0.5,1915,70
train-00060,98,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1902,70
train-00060,98,cv,FALSE,random_forest,0.0,0.0,0.0,0.5,1908,70
train-00061,552,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1986,68
train-00061,552,cv,FALSE,semantic,1.0,0.2,0.0,1.0,1996,68
train-00061,552,cv,FALSE,rrf,0.0,0.1,0.0,1.0,1981,68
train-00061,552,cv,FALSE,logistic,1.0,0.25,0.0,1.0,1982,68
train-00061,552,cv,FALSE,logistic_no_position,1.0,0.2,0.0,1.0,1982,68
train-00061,552,cv,FALSE,random_forest,1.0,0.2,0.0,1.0,1992,68
train-00062,127,cv,FALSE,bm25,0.5,0.5,0.5,1.0,1991,71
train-00062,127,cv,FALSE,semantic,0.5,1.0,0.5,1.0,1944,71
train-00062,127,cv,FALSE,rrf,1.0,0.25,1.0,1.0,1960,71
train-00062,127,cv,FALSE,logistic,0.5,1.0,1.0,1.0,1965,71
train-00062,127,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1992,71
train-00062,127,cv,FALSE,random_forest,1.0,0.5,1.0,1.0,1991,71
train-00064,412,cv,FALSE,bm25,0.0,0.0,0.0,0.0,1977,70
train-00064,412,cv,FALSE,semantic,0.0,0.0,0.0,0.0,2000,70
train-00064,412,cv,FALSE,rrf,0.0,0.0,0.0,0.0,1996,70
train-00064,412,cv,FALSE,logistic,0.0,0.0,0.0,0.0,1986,70
train-00064,412,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.0,1952,70
train-00064,412,cv,FALSE,random_forest,0.0,0.0,0.0,0.0,1980,70
train-00066,393,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1984,76
train-00066,393,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1956,76
train-00066,393,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1966,76
train-00066,393,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1981,76
train-00066,393,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1944,76
train-00066,393,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1950,76
train-00067,732,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1969,67
train-00067,732,cv,FALSE,semantic,0.5,0.25,0.5,0.5,1884,67
train-00067,732,cv,FALSE,rrf,0.0,0.1111111111111111,0.0,0.5,1989,67
train-00067,732,cv,FALSE,logistic,0.0,0.16666666666666666,0.0,0.5,1996,67
train-00067,732,cv,FALSE,logistic_no_position,0.5,0.2,0.5,0.5,1949,67
train-00067,732,cv,FALSE,random_forest,0.0,0.16666666666666666,0.0,0.5,1996,67
train-00068,490,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1986,64
train-00068,490,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1894,64
train-00068,490,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1889,64
train-00068,490,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1990,64
train-00068,490,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1990,64
train-00068,490,cv,FALSE,random_forest,0.0,0.1111111111111111,0.0,1.0,1980,64
train-00069,113,cv,FALSE,bm25,0.0,0.14285714285714285,1.0,1.0,1988,77
train-00069,113,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1948,77
train-00069,113,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1997,77
train-00069,113,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1934,77
train-00069,113,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1938,77
train-00069,113,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1998,77
train-00070,878,cv,FALSE,bm25,0.0,0.125,0.0,1.0,1968,66
train-00070,878,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1934,66
train-00070,878,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1939,66
train-00070,878,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1969,66
train-00070,878,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1947,66
train-00070,878,cv,FALSE,random_forest,0.0,0.0,0.0,1.0,1964,66
train-00072,981,cv,FALSE,bm25,0.0,0.0,0.0,0.5,1979,74
train-00072,981,cv,FALSE,semantic,0.0,0.14285714285714285,0.0,0.5,1923,74
train-00072,981,cv,FALSE,rrf,0.0,0.0,0.0,0.5,1917,74
train-00072,981,cv,FALSE,logistic,0.5,0.2,0.5,0.5,2000,74
train-00072,981,cv,FALSE,logistic_no_position,0.0,0.0,0.0,0.5,1960,74
train-00072,981,cv,FALSE,random_forest,0.0,0.16666666666666666,0.5,0.5,1981,74
train-00073,854,cv,FALSE,bm25,0.0,0.0,0.0,1.0,1939,67
train-00073,854,cv,FALSE,semantic,0.0,0.0,0.0,1.0,1970,67
train-00073,854,cv,FALSE,rrf,0.0,0.0,0.0,1.0,1970,67
train-00073,854,cv,FALSE,logistic,0.0,0.0,0.0,1.0,1934,67
train-00073,854,cv,FALSE,logistic_no_position,0.0,0.0,0.0,1.0,1970,67
train-00073,854,cv,FALSE,random_forest,0.0,0.16666666666666666,0.0,1.0,1992,67
train-00078,851,cv,TRUE,bm25,0.5,1.0,1.0,1.0,1957,69
train-00078,851,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1897,69
train-00078,851,cv,TRUE,rrf,1.0,1.0,1.0,1.0,1927,69
train-00078,851,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1982,69
train-00078,851,cv,TRUE,logistic_no_position,1.0,1.0,1.0,1.0,1995,69
train-00078,851,cv,TRUE,random_forest,1.0,1.0,1.0,1.0,1992,69
train-00079,359,cv,FALSE,bm25,1.0,1.0,1.0,1.0,1990,80
train-00079,359,cv,FALSE,semantic,1.0,1.0,1.0,1.0,1977,80
train-00079,359,cv,FALSE,rrf,1.0,1.0,1.0,1.0,1991,80
train-00079,359,cv,FALSE,logistic,1.0,1.0,1.0,1.0,1980,80
train-00079,359,cv,FALSE,logistic_no_position,1.0,1.0,1.0,1.0,1977,80
train-00079,359,cv,FALSE,random_forest,1.0,1.0,1.0,1.0,1972,80
train-00080,48,cv,TRUE,bm25,0.0,0.1,0.0,1.0,1995,75
train-00080,48,cv,TRUE,semantic,1.0,1.0,1.0,1.0,1939,75
train-00080,48,cv,TRUE,rrf,0.5,0.3333333333333333,1.0,1.0,1990,75
train-00080,48,cv,TRUE,logistic,1.0,1.0,1.0,1.0,1982,75
